E,ft,Gf,softening,p,b,lch,a0,eta0,beta,Pmax,sigma_N,crack_half_width,ft_over_E,Gf_over_E,lch_over_b
20000,3.0,0.16,exponential,2.0,2.0,355.55555555555554,226.3536968418067,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.7440662105002684,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,cornelissen,1.0,1.0,355.55555555555554,226.3536968418067,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.378748546154703,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,cornelissen,1.0,2.0,355.55555555555554,113.17684842090335,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.757497092309406,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,cornelissen,1.5,1.0,355.55555555555554,339.53054526271006,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.3747080919312458,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,cornelissen,1.5,2.0,355.55555555555554,169.76527263135503,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.7494161838624915,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,cornelissen,2.0,1.0,355.55555555555554,452.7073936836134,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.3720331052501342,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,cornelissen,2.0,2.0,355.55555555555554,226.3536968418067,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.7440662105002684,0.00015,8e-06,177.77777777777777
20000,3.0,0.2,linear,1.0,1.0,444.44444444444446,282.9421210522584,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.375859822112673,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,linear,1.0,2.0,444.44444444444446,141.4710605261292,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.751719644225346,0.00015,1e-05,222.22222222222223
20000,3.0,0.2,linear,1.5,1.0,444.44444444444446,424.4131815783876,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.372262776385696,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,linear,1.5,2.0,444.44444444444446,212.2065907891938,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.744525552771392,0.00015,1e-05,222.22222222222223
20000,3.0,0.2,linear,2.0,1.0,444.44444444444446,565.8842421045168,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.369880715617033,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,linear,2.0,2.0,444.44444444444446,282.9421210522584,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.739761431234066,0.00015,1e-05,222.22222222222223
20000,3.0,0.2,exponential,1.0,1.0,444.44444444444446,282.9421210522584,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.375859822112673,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,exponential,1.0,2.0,444.44444444444446,141.4710605261292,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.751719644225346,0.00015,1e-05,222.22222222222223
20000,3.0,0.2,exponential,1.5,1.0,444.44444444444446,424.4131815783876,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.372262776385696,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,exponential,1.5,2.0,444.44444444444446,212.2065907891938,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.744525552771392,0.00015,1e-05,222.22222222222223
